SWD		SHLD		FIR		FSW		FSH		ICE		ISW		ISH		WND		WSW		WSH		ETH		ESW		ESH		ATK		DEF		MRP		Sword/Shield		Draw
3.880000	3.860000	2.300000	1.140000	1.160000	1.560000	0.760000	0.800000	1.900000	1.040000	0.860000	1.980000	0.940000	1.040000	1.800000	1.660000	1.540000	1.005181	0.009944
3.580000	4.240000	2.000000	0.920000	1.080000	1.800000	0.780000	1.020000	2.040000	1.020000	1.020000	1.980000	0.860000	1.120000	1.920000	1.920000	1.160000	0.844340	0.004976
3.320000	4.120000	1.680000	0.620000	1.060000	1.980000	1.100000	0.880000	1.840000	0.700000	1.140000	1.940000	0.900000	1.040000	2.060000	1.720000	1.220000	0.805825	0.000000
3.600000	4.180000	1.880000	0.800000	1.080000	1.720000	0.720000	1.000000	2.240000	1.160000	1.080000	1.940000	0.920000	1.020000	1.720000	1.780000	1.500000	0.861244	0.004975
3.880000	3.820000	1.780000	0.980000	0.800000	1.920000	0.940000	0.980000	2.100000	1.100000	1.000000	1.900000	0.860000	1.040000	1.860000	1.760000	1.380000	1.015707	0.000000
3.580000	4.040000	2.460000	1.140000	1.320000	1.460000	0.660000	0.800000	1.760000	0.880000	0.880000	1.940000	0.900000	1.040000	1.960000	1.640000	1.400000	0.886139	0.009944
3.540000	4.300000	2.020000	0.880000	1.140000	1.580000	0.660000	0.920000	2.260000	1.040000	1.220000	1.980000	0.960000	1.020000	2.020000	1.680000	1.300000	0.823256	0.000000
3.880000	3.940000	1.840000	0.880000	0.960000	1.660000	0.920000	0.740000	2.060000	0.940000	1.120000	2.260000	1.140000	1.120000	1.940000	1.580000	1.480000	0.984772	0.000000
3.520000	4.120000	2.100000	0.920000	1.180000	1.860000	0.880000	0.980000	1.860000	0.780000	1.080000	1.820000	0.940000	0.880000	1.780000	1.960000	1.260000	0.854369	0.000000
3.620000	4.020000	1.880000	0.740000	1.140000	2.120000	1.180000	0.940000	1.820000	0.920000	0.900000	1.820000	0.780000	1.040000	1.920000	1.880000	1.200000	0.900498	0.000000
4.040000	3.780000	1.800000	0.900000	0.900000	2.080000	1.160000	0.920000	1.840000	0.880000	0.960000	2.100000	1.100000	1.000000	1.800000	1.820000	1.380000	1.068783	0.014931
3.780000	4.160000	2.180000	1.200000	0.980000	1.920000	0.900000	1.020000	1.980000	0.880000	1.100000	1.860000	0.800000	1.060000	1.740000	1.840000	1.420000	0.908654	0.004973
3.580000	4.180000	1.860000	0.840000	1.020000	1.780000	0.760000	1.020000	2.420000	1.280000	1.140000	1.700000	0.700000	1.000000	1.780000	1.800000	1.420000	0.856459	0.009945
4.020000	3.680000	1.940000	0.880000	1.060000	1.980000	1.000000	0.980000	1.600000	0.840000	0.760000	2.180000	1.300000	0.880000	2.100000	1.700000	1.200000	1.092391	0.004979
3.820000	3.900000	1.900000	1.060000	0.840000	1.940000	0.920000	1.020000	1.960000	0.920000	1.040000	1.920000	0.920000	1.000000	1.860000	1.760000	1.380000	0.979487	0.014923
3.920000	3.880000	1.940000	0.820000	1.120000	2.040000	1.100000	0.940000	1.900000	1.040000	0.860000	1.920000	0.960000	0.960000	1.760000	1.940000	1.300000	1.010309	0.004974
3.880000	3.760000	1.960000	0.960000	1.000000	1.720000	0.880000	0.840000	2.040000	1.000000	1.040000	1.920000	1.040000	0.880000	1.860000	2.040000	1.100000	1.031915	0.000000
3.760000	4.060000	1.540000	0.860000	0.680000	2.100000	0.960000	1.140000	2.200000	0.880000	1.320000	1.980000	1.060000	0.920000	1.820000	1.940000	1.240000	0.926108	0.000000
3.640000	4.100000	1.900000	1.100000	0.800000	1.740000	0.840000	0.900000	2.280000	0.860000	1.420000	1.820000	0.840000	0.980000	1.880000	1.680000	1.440000	0.887805	0.000000
3.920000	3.760000	1.800000	0.900000	0.900000	2.080000	0.940000	1.140000	1.860000	0.940000	0.920000	1.940000	1.140000	0.800000	1.720000	1.640000	1.640000	1.042553	0.000000
3.980000	3.800000	1.840000	0.760000	1.080000	2.320000	1.240000	1.080000	1.860000	0.980000	0.880000	1.760000	1.000000	0.760000	2.000000	1.880000	1.120000	1.047368	0.000000
