SWD		SHLD		FIR		FSW		FSH		ICE		ISW		ISH		WND		WSW		WSH		ETH		ESW		ESH		ATK		DEF		MRP		Sword/Shield
4.320000	3.680000	1.940000	1.220000	0.720000	2.190000	1.210000	0.980000	1.880000	0.980000	0.900000	1.990000	0.910000	1.080000	1.760000	1.480000	1.760000	1.173913
3.390000	4.010000	1.900000	0.840000	1.060000	1.750000	0.830000	0.920000	1.940000	0.760000	1.180000	1.810000	0.960000	0.850000	1.780000	1.750000	1.470000	0.845387
3.730000	3.660000	1.780000	0.810000	0.970000	1.760000	0.990000	0.770000	1.870000	0.860000	1.010000	1.980000	1.070000	0.910000	2.080000	1.570000	1.350000	1.019126
3.740000	3.760000	2.040000	1.080000	0.960000	1.660000	0.920000	0.740000	1.910000	0.960000	0.950000	1.890000	0.780000	1.110000	2.000000	1.770000	1.230000	0.994681
3.550000	3.920000	1.630000	0.840000	0.790000	2.030000	0.910000	1.120000	1.810000	0.830000	0.980000	2.000000	0.970000	1.030000	1.790000	1.900000	1.310000	0.905612
3.660000	3.970000	1.960000	0.910000	1.050000	1.830000	0.850000	0.980000	1.760000	0.890000	0.870000	2.080000	1.010000	1.070000	1.780000	1.970000	1.250000	0.921914
3.760000	3.780000	1.990000	1.030000	0.960000	1.780000	0.850000	0.930000	1.920000	0.980000	0.940000	1.850000	0.900000	0.950000	1.770000	1.880000	1.350000	0.994709
4.200000	3.450000	1.850000	1.010000	0.840000	1.980000	1.130000	0.850000	2.000000	1.030000	0.970000	1.820000	1.030000	0.790000	1.820000	1.840000	1.340000	1.217391
3.700000	3.790000	1.990000	1.070000	0.920000	1.710000	0.880000	0.830000	1.920000	0.930000	0.990000	1.870000	0.820000	1.050000	2.000000	1.750000	1.250000	0.976253
3.910000	3.820000	1.920000	1.030000	0.890000	2.160000	1.140000	1.020000	1.910000	0.870000	1.040000	1.740000	0.870000	0.870000	1.980000	1.720000	1.300000	1.023560
3.850000	3.780000	2.050000	0.980000	1.070000	1.880000	1.010000	0.870000	1.800000	0.890000	0.910000	1.900000	0.970000	0.930000	1.770000	1.830000	1.400000	1.018519
3.790000	3.890000	1.980000	1.000000	0.980000	1.770000	0.800000	0.970000	2.010000	1.100000	0.910000	1.920000	0.890000	1.030000	1.810000	1.790000	1.400000	0.974293
