SWD		SHLD		FIR		FSW		FSH		ICE		ISW		ISH		WND		WSW		WSH		ETH		ESW		ESH		ATK		DEF		MRP		Sword/Shield
4.060000	3.940000	1.940000	0.970000	0.970000	2.070000	0.990000	1.080000	2.050000	1.140000	0.910000	1.940000	0.960000	0.980000	1.700000	1.610000	1.690000	1.030457
3.550000	3.780000	1.680000	0.780000	0.900000	2.050000	0.980000	1.070000	1.980000	1.040000	0.940000	1.620000	0.750000	0.870000	1.900000	1.590000	1.510000	0.939153
3.890000	3.600000	1.850000	0.990000	0.860000	1.900000	0.960000	0.940000	1.710000	0.930000	0.780000	2.030000	1.010000	1.020000	2.040000	1.720000	1.240000	1.080556
3.670000	3.780000	1.860000	0.810000	1.050000	1.720000	0.870000	0.850000	2.070000	1.030000	1.040000	1.800000	0.960000	0.840000	1.870000	1.770000	1.360000	0.970899
3.820000	3.820000	1.960000	0.910000	1.050000	1.880000	1.030000	0.850000	1.800000	0.870000	0.930000	2.000000	1.010000	0.990000	1.910000	1.740000	1.350000	1.000000
3.790000	3.850000	2.040000	1.070000	0.970000	1.880000	0.920000	0.960000	1.860000	0.910000	0.950000	1.860000	0.890000	0.970000	1.820000	1.860000	1.320000	0.984416
3.880000	3.730000	1.890000	0.900000	0.990000	2.000000	1.020000	0.980000	1.840000	0.910000	0.930000	1.880000	1.050000	0.830000	1.880000	1.880000	1.240000	1.040214
3.720000	3.920000	1.630000	0.880000	0.750000	1.860000	0.820000	1.040000	2.130000	0.950000	1.180000	2.020000	1.070000	0.950000	1.820000	1.760000	1.420000	0.948980
3.850000	3.770000	1.870000	0.920000	0.950000	2.020000	0.840000	1.180000	1.900000	0.970000	0.930000	1.830000	1.120000	0.710000	1.970000	1.730000	1.300000	1.021220
3.850000	3.730000	1.940000	1.070000	0.870000	1.880000	0.930000	0.950000	1.930000	0.970000	0.960000	1.830000	0.880000	0.950000	1.800000	1.770000	1.430000	1.032172
3.770000	3.920000	1.680000	0.740000	0.940000	1.780000	1.080000	0.700000	2.200000	1.030000	1.170000	2.030000	0.920000	1.110000	1.870000	1.630000	1.500000	0.961735
3.670000	4.030000	1.860000	0.850000	1.010000	1.930000	0.920000	1.010000	1.940000	0.930000	1.010000	1.970000	0.970000	1.000000	1.750000	1.770000	1.480000	0.910670
4.000000	3.680000	1.930000	0.940000	0.990000	1.910000	1.010000	0.900000	1.920000	1.030000	0.890000	1.920000	1.020000	0.900000	1.910000	1.880000	1.210000	1.086957
3.780000	3.900000	2.180000	1.130000	1.050000	1.920000	0.910000	1.010000	1.780000	0.820000	0.960000	1.800000	0.920000	0.880000	1.980000	1.770000	1.250000	0.969231
3.790000	3.870000	2.070000	1.110000	0.960000	1.900000	0.820000	1.080000	1.830000	0.930000	0.900000	1.860000	0.930000	0.930000	1.980000	1.840000	1.180000	0.979328
3.800000	3.840000	2.060000	0.950000	1.110000	1.640000	0.860000	0.780000	1.890000	0.970000	0.920000	2.050000	1.020000	1.030000	1.790000	1.670000	1.540000	0.989583
3.760000	3.970000	1.950000	1.000000	0.950000	1.930000	0.990000	0.940000	1.810000	0.850000	0.960000	2.040000	0.920000	1.120000	1.960000	1.640000	1.400000	0.947103
