SWD		SHLD		FIR		FSW		FSH		ICE		ISW		ISH		WND		WSW		WSH		ETH		ESW		ESH		ATK		DEF		MRP		Sword/Shield		Draw
3.800000	3.860000	1.970000	0.970000	1.000000	1.840000	0.980000	0.860000	1.830000	0.900000	0.930000	2.020000	0.950000	1.070000	2.010000	1.650000	1.340000	0.984456	0.000000
3.830000	3.910000	2.030000	0.960000	1.070000	1.830000	0.980000	0.850000	1.900000	0.890000	1.010000	1.980000	1.000000	0.980000	1.870000	1.770000	1.360000	0.979540	0.004974
3.630000	4.050000	1.890000	0.930000	0.960000	2.100000	0.950000	1.150000	1.790000	0.870000	0.920000	1.900000	0.880000	1.020000	1.800000	1.840000	1.360000	0.896296	0.004977
3.710000	3.940000	1.990000	0.910000	1.080000	1.890000	0.960000	0.930000	2.020000	0.990000	1.030000	1.750000	0.850000	0.900000	1.760000	1.840000	1.400000	0.941624	0.009955
3.780000	3.800000	1.930000	0.910000	1.020000	2.090000	0.950000	1.140000	1.970000	1.060000	0.910000	1.590000	0.860000	0.730000	1.910000	1.660000	1.430000	0.994737	0.000000
3.910000	3.630000	1.980000	1.070000	0.910000	1.620000	0.890000	0.730000	1.900000	0.950000	0.950000	2.040000	1.000000	1.040000	1.930000	1.700000	1.370000	1.077135	0.014930
3.820000	3.890000	1.840000	0.860000	0.980000	2.000000	1.000000	1.000000	1.910000	1.000000	0.910000	1.960000	0.960000	1.000000	1.920000	1.820000	1.260000	0.982005	0.004975
3.960000	3.700000	1.810000	0.980000	0.830000	1.870000	1.010000	0.860000	1.980000	0.940000	1.040000	2.000000	1.030000	0.970000	1.760000	1.930000	1.310000	1.070270	0.009944
3.820000	3.780000	1.950000	0.930000	1.020000	1.900000	0.970000	0.930000	1.960000	1.030000	0.930000	1.790000	0.890000	0.900000	1.800000	2.000000	1.200000	1.010582	0.014914
3.610000	4.050000	1.920000	0.980000	0.940000	1.930000	0.890000	1.040000	1.750000	0.810000	0.940000	2.060000	0.930000	1.130000	1.820000	1.660000	1.520000	0.891358	0.014937
3.620000	4.090000	1.950000	1.010000	0.940000	1.730000	0.820000	0.910000	2.020000	0.840000	1.180000	2.010000	0.950000	1.060000	1.800000	1.810000	1.390000	0.885086	0.009952
3.950000	3.720000	2.070000	1.070000	1.000000	1.740000	0.990000	0.750000	1.860000	0.880000	0.980000	2.000000	1.010000	0.990000	2.020000	1.620000	1.360000	1.061828	0.000000
3.800000	3.830000	2.070000	1.120000	0.950000	1.830000	0.870000	0.960000	1.870000	0.950000	0.920000	1.860000	0.860000	1.000000	2.020000	1.720000	1.260000	0.992167	0.004975
3.730000	3.810000	1.810000	0.870000	0.940000	1.880000	0.950000	0.930000	2.040000	1.000000	1.040000	1.810000	0.910000	0.900000	2.000000	1.750000	1.250000	0.979003	0.004975
3.700000	3.980000	1.820000	0.910000	0.910000	1.940000	0.890000	1.050000	2.030000	1.010000	1.020000	1.890000	0.890000	1.000000	1.970000	1.730000	1.300000	0.929648	0.004976
3.650000	4.090000	1.960000	0.830000	1.130000	1.880000	1.010000	0.870000	2.110000	0.960000	1.150000	1.790000	0.850000	0.940000	1.730000	1.760000	1.510000	0.892421	0.000000
