SWD		SHLD		FIR		FSW		FSH		ICE		ISW		ISH		WND		WSW		WSH		ETH		ESW		ESH		ATK		DEF		MRP		Sword/Shield
4.000000	4.000000	1.972000	0.956000	1.016000	2.056000	1.080000	0.976000	2.080000	0.972000	1.108000	1.892000	0.992000	0.900000	1.804000	1.644000	1.552000	1.000000
3.872000	3.580000	1.780000	0.948000	0.832000	1.840000	0.956000	0.884000	1.988000	1.012000	0.976000	1.844000	0.956000	0.888000	1.832000	1.748000	1.420000	1.081564
3.644000	3.608000	1.848000	0.948000	0.900000	1.736000	0.828000	0.908000	1.904000	0.976000	0.928000	1.764000	0.892000	0.872000	1.940000	1.768000	1.292000	1.009978
3.496000	3.792000	1.876000	0.872000	1.004000	1.720000	0.804000	0.916000	1.904000	0.964000	0.940000	1.788000	0.856000	0.932000	1.896000	1.728000	1.376000	0.921941
3.528000	3.756000	1.732000	0.828000	0.904000	1.708000	0.808000	0.900000	2.004000	0.992000	1.012000	1.840000	0.900000	0.940000	1.840000	1.788000	1.372000	0.939297
3.612000	3.772000	1.780000	0.836000	0.944000	1.904000	0.912000	0.992000	1.908000	0.964000	0.944000	1.792000	0.900000	0.892000	1.792000	1.776000	1.432000	0.957582
3.568000	3.836000	1.700000	0.876000	0.824000	1.816000	0.820000	0.996000	1.980000	0.936000	1.044000	1.908000	0.936000	0.972000	1.908000	1.736000	1.356000	0.930136
3.584000	3.868000	1.848000	0.932000	0.916000	1.788000	0.868000	0.920000	2.008000	0.944000	1.064000	1.808000	0.840000	0.968000	1.828000	1.820000	1.352000	0.926577
3.664000	3.796000	1.900000	0.936000	0.964000	1.724000	0.924000	0.800000	1.976000	0.952000	1.024000	1.860000	0.852000	1.008000	1.892000	1.856000	1.252000	0.965227
3.604000	3.920000	1.880000	0.956000	0.924000	1.840000	0.868000	0.972000	1.952000	0.992000	0.960000	1.852000	0.788000	1.064000	1.888000	1.780000	1.332000	0.919388
3.764000	3.784000	2.020000	1.080000	0.940000	1.812000	0.912000	0.900000	1.896000	0.916000	0.980000	1.820000	0.856000	0.964000	1.964000	1.716000	1.320000	0.994715
3.640000	3.884000	1.928000	0.928000	1.000000	1.864000	0.868000	0.996000	1.852000	0.936000	0.916000	1.880000	0.908000	0.972000	1.896000	1.848000	1.256000	0.937178
